Height(in cm),Weight(in kg)
167.0631152,59.03812858
180.6982924,62.19263415
172.289597,51.60017233
165.276022,52.15060622
177.056923,57.93045692
177.6217682,55.33695394
167.9338526,53.50602983
174.2786456,57.93009405
175.253904,53.50657414
169.6509434,56.7694882
172.7800202,64.00301054
176.9683532,65.98956206
182.4273212,52.64615548
184.7767704,61.57320891
170.8899554,60.29362588
171.221781,52.46344862
174.07001,51.85391169
173.9170004,67.56343558
174.0374218,64.49524858
161.8622366,60.82850157
171.9702682,64.36134822
176.456721,62.93334988
169.4230292,60.98499081
165.6874004,53.07783899
177.5326142,52.46934532
177.3694192,61.13989248
166.110666,54.69167396
173.5382356,54.46891493
167.484933,38.2649304
178.049047,63.02180032
167.7804874,65.101565
173.3164174,55.85291484
165.6526532,52.40171475
175.6707942,54.87755596
171.7056256,54.7246501
170.9069734,56.26137444
169.7818042,53.17177789
172.9303374,58.0415416
169.0875714,52.9580907
178.2311142,55.33627355
172.3418702,56.24323076
169.2226486,49.37575716
161.7679264,47.47175938
172.810424,59.98663482
170.03014,57.68937277
168.3078168,56.75383927
179.654454,60.47379262
179.5994376,55.49081235
186.1025488,59.08652685
162.0271334,52.95373622
172.3163686,57.08609541
172.1626732,45.64360218
170.7870854,53.74815724
169.5628054,62.1990298
175.3386892,53.84096217
174.0573608,56.31984245
164.2216426,56.67368957
165.463093,57.32899393
169.5227496,55.1229946
170.1780442,60.461591
178.4759194,57.79088666
171.6447164,56.73528736
168.4167828,46.63442855
175.0238308,60.88166255
166.6377922,45.80181507
172.7248006,66.17390185
177.640361,70.44492412
178.170586,62.92114826
169.3256456,52.73510487
176.2931704,54.70714145
169.6871892,51.89468961
171.9592192,60.48222944
175.6013252,42.07045388
171.5457326,59.77548774
167.0789648,53.69916931
168.2945326,59.48704859
171.1715652,59.05917525
164.9559058,58.59664749
175.9127546,64.92920004
175.4565706,62.92713567
176.8958362,59.39914246
175.455707,56.38293709
172.7531216,61.40283976
174.8958656,56.33558209
160.5066132,50.45707513
166.5628114,58.69648309
175.5673654,57.94383788
177.260631,55.03481631
171.4043562,53.62287513
175.4837486,55.94789701
174.124366,68.90597719
173.2617058,52.30405639
170.437048,55.51258476
180.9409894,58.61873742
175.5634284,62.72379038
166.3661392,65.34287595
169.1311324,54.81577673
172.7157074,51.39351581
184.3467738,67.73158214
172.658659,59.25603418
169.2236138,55.5137641
170.9311796,60.72131778
167.5371554,61.15944229
169.0118794,62.52144299
172.9161642,51.11129087
167.2155914,54.97371747
175.8625134,52.12960491
164.3230902,50.06576131
175.8028488,57.16787805
170.6065168,53.84173327
172.330618,54.11842439
175.9556806,68.374322
172.4798938,54.93643221
170.37304,53.70824115
177.8388874,64.75434033
177.9385316,66.05682976
180.0025356,57.76153926
167.788844,52.60206634
165.703123,47.37500821
174.602902,62.81818288
176.5794284,65.9998586
178.5814056,56.42979315
170.9415428,56.33004827
171.7187828,57.22784291
172.3533764,62.9642395
168.8220144,55.13478799
175.0586034,51.82538076
173.9109044,58.6958027
176.579022,62.39534441
178.4084824,61.00794256
172.3555354,57.9283704
172.731049,52.46739487
170.5351682,59.68844344
172.9722474,57.87103637
175.2365558,57.02608519
176.0884972,54.42582369
178.0358644,63.89641642
174.6073216,62.10418371
163.0332782,53.73972043
167.8704796,58.76356935
175.8802172,68.97837047
176.9494048,54.82321564
173.8051134,61.7350959
173.4467702,58.99467447
176.2171736,59.77176829
173.617001,63.22165296
183.7052206,76.30732857
178.7438386,57.8985694
166.9523458,59.78378847
168.9005258,55.72654411
179.8660106,63.59963117
171.1345066,64.7243579
172.2046086,62.3371032
173.128178,57.17037281
174.8988628,65.13513081
171.9920868,55.61945104
164.2365778,49.262087
166.9725134,45.65934183
173.7980014,52.6800388
174.9792284,63.74296625
173.4151218,57.01229599
175.718343,60.93232878
184.4292984,61.89938692
167.7455878,58.00634286
175.841152,55.85354987
174.9475038,52.7697593
168.8094668,56.4985577
176.0332776,57.0552058
171.6595246,48.80219008
176.3221264,64.87436077
171.3704218,53.86105629
168.7797742,53.97091628
174.655099,59.81717284
161.9727774,54.14486881
175.3530402,57.2080663
168.8837364,57.43028102
169.5252896,51.50977144
171.9426076,52.54468695
169.3942764,59.09115349
170.2530758,56.90502149
167.4138384,53.14533348
177.877216,62.28652769
175.9452412,67.78692036
177.995453,68.52391664
164.8699268,53.06999184
177.0060976,62.67675289
171.6157096,57.88786463
162.1924366,54.77186903
181.912006,65.43232429
165.0744222,47.98726669
164.1032786,54.50211787
157.5223164,49.4799926
165.8243064,57.13943783
171.9621402,50.00058014
179.9791676,60.9947884
173.153705,52.39291507
171.3231524,56.74826009
180.4472896,52.80323439
172.2890128,60.50663268
170.5733952,49.3271321
173.4893406,60.96212977
166.1466832,59.51512593
174.415577,59.34425783
177.9710182,57.64419501
175.6006902,54.16192387
170.2327812,47.88189727
166.4277596,60.99601309
178.3031232,60.1869864
171.8783964,57.17890034
177.1207278,57.31280069
171.7476626,64.5734932
179.8215606,56.51180258
176.9314216,55.50169856
169.5012358,55.89605144
171.6534032,59.6042114
165.7430518,56.38316389
179.6132298,58.23377389
181.0352996,62.07542598
169.0601902,53.54966538
172.8278738,55.11002186
173.0171546,54.10495271
180.941218,57.40410876
169.9866298,58.62572274
180.6036774,61.1353112
176.3132364,66.25731742
175.6868978,73.66828495
174.186215,59.05246209
176.792001,59.96218621
175.3892098,57.81442809
173.4489546,56.85621499
175.9020104,61.12419819
173.3260948,55.31078168
171.924472,57.00236233
174.8557082,66.20447395
176.5823494,54.39507015
170.1207672,50.57972641
182.893462,62.90232419
171.3098428,61.24176924
167.7978356,52.84755033
166.559738,56.22613034
173.4863434,62.12033158
180.4061162,69.43572728
179.7528028,57.31452434
171.4706248,65.79869055
176.5537744,61.31379965
168.77157,49.35353115
174.165006,50.12894668
170.2129184,62.71748545
174.4981016,54.20927887
173.3045302,52.30886447
178.8341102,60.04124729
166.8777206,42.63509881
166.885874,57.78993412
173.940597,60.91849422
169.2374314,56.68634478
169.780839,56.27806662
177.5392436,60.57612298
171.841922,60.84977503
173.5052918,59.07985905
177.1611392,62.63810685
174.1908124,57.42765019
173.0877158,59.7868729
172.6715622,59.75453179
164.656389,53.35425795
175.787939,57.24072493
175.934624,57.83896741
180.188362,64.62710777
175.4587804,63.25068285
168.1526482,50.04045088
180.4867866,59.85332413
175.2471222,58.60576469
180.2406606,56.40475487
167.7033984,57.39077316
177.454814,67.68967024
169.7431708,64.48159546
175.4993696,57.67131981
169.708195,55.4903134
170.5148482,51.10435091
164.0186712,60.9013938
174.4481652,54.74565141
171.5445896,52.51824254
180.7903928,58.37071332
179.1592556,61.12655687
181.6966394,53.6789391
169.6034454,48.15137627
168.4943544,57.32600022
164.670613,51.87804279
173.6914738,59.09337609
172.8479652,55.93088731
175.4923846,55.7269977
177.5725684,57.01342997
173.7547198,50.67743012
173.5469986,56.94920135
170.067097,54.41752296
179.1923264,60.14824965
176.220247,60.17977429
171.5011048,53.27533294
164.7734068,46.2005678
175.6002584,58.26017295
174.7822768,60.80010671
171.6137284,57.94687695
173.1460088,57.88614098
167.1494498,63.22940938
164.9038104,51.68141066
173.6238336,66.91334753
169.4572684,60.17002206
175.7221784,60.24332253
167.355393,47.66988837
167.7348182,57.84146217
176.3825276,59.29830896
170.5571138,58.32353975
166.8638268,55.59672608
176.3451642,71.34825259
169.0243762,54.93439104
175.3735126,66.90758691
171.7557144,53.29388486
176.761267,60.07699034
173.0335122,53.60432322
180.9150814,56.12379998
168.739439,59.13252108
168.4479232,55.74110441
172.7891896,48.92865153
173.450504,53.79192887
169.9668686,56.99233795
182.3096684,67.40449695
167.755189,68.16535217
175.296957,57.63693754
174.5168976,58.38282422
165.13048,53.71586149
167.7887678,56.87494834
180.7566362,67.70658922
171.5839596,48.69237545
174.839757,60.64488753
173.0199994,56.63132407
172.4794112,51.12108846
171.807759,57.98751879
177.2483628,60.85458311
172.7171806,62.86925734
176.313211,57.17255005
178.8919206,58.77899148
171.8949826,60.8291366
172.4161144,48.13749636
172.895387,57.63163051
170.165649,55.30379637
181.8053006,68.37287051
163.4887256,52.61943891
172.5424794,56.91436548
177.5933202,59.69719776
177.6441456,58.544938
169.6660564,58.56403423
178.0824226,67.20527934
175.1282756,47.8031537
172.7933044,50.14219156
176.1781592,53.8142456
173.8601044,55.70794684
166.8851628,56.6477441
176.6741196,61.58395904
167.249729,52.82364603
174.7515682,56.86306423
175.357409,60.38307422
171.1033408,62.74665142
178.7090152,56.47093394
177.5162312,62.01532504
165.4891026,52.17001996
176.2990378,60.16290067
174.0121996,64.92366622
166.9174208,61.11798398
162.5170232,55.62153756
177.995199,69.65512973
173.8005668,57.28368009
173.321091,61.1081864
172.2845424,61.05289353
168.4344358,53.70279804
177.1682512,55.02057352
166.9008854,60.00314556
169.8809658,63.07727463
170.888914,50.21172722
179.4092678,69.90183842
177.641758,56.31761985
167.3268434,61.01597114
184.0152276,62.71462782
177.9791208,67.62154072
171.9195444,57.60958594
167.932354,53.44320734
177.656617,67.54420328
173.3376518,58.15734364
174.7556576,58.82834228
169.2101772,56.9563681
178.2750054,58.42024556
166.5978634,56.3302297
174.4869764,68.68140379
164.8114306,48.52540824
177.3426222,66.05301958
168.5026348,55.15343062
178.926236,59.39270145
177.7787402,61.51628312
178.1458718,56.21433695
170.635422,59.87210284
173.236636,53.28980253
172.1134734,58.81169546
164.5857262,55.5063252
168.8559234,51.97561043
170.1377598,52.86165704
166.8777714,63.24465007
169.740707,56.01053806
168.5325814,60.12325673
178.1426714,65.04568247
178.093751,60.3018359
163.986083,44.85897874
173.1193896,55.53517365
170.55465,47.48051371
180.0587458,64.76599764
173.1319372,59.38802945
180.8392878,65.23877658
172.5280776,64.53852125
165.8671816,48.96258021
168.6752024,47.93973025
181.1184338,56.88075431
175.4123238,48.27103384
167.5242268,53.76748026
176.8799104,62.04394669
180.606573,66.19395062
168.1950154,58.8023061
167.9821126,49.21269084
172.174154,54.99970829
169.3605198,61.57053272
177.7849632,62.37007934
180.706014,56.24776668
174.3437458,58.45045479
175.4771192,60.63667751
172.6536806,48.31593945
167.5081486,51.27394896
167.6933908,57.13621733
180.9388304,63.63646284
171.5179196,64.96752857
180.516149,66.13657123
173.4103212,58.13675056
170.9910728,60.86474357
175.2307392,63.60112803
173.74616,66.38105732
170.41368,59.90970561
169.5923964,55.39719096
166.7417544,59.63342273
165.966267,58.74773899
173.1847946,57.0369714
179.4744696,69.46235313
167.4977854,56.49755979
176.8549168,61.15440742
173.481111,52.33893762
177.954305,53.50652879
173.8274908,56.5015514
175.9461048,60.96471525
171.9709794,58.65361865
180.068601,60.39228214
179.1795502,66.84172535
181.8153844,70.31274741
173.7944454,57.28436048
176.1688374,60.99020712
178.9303,60.79475432
171.1490862,58.47925788
171.4694818,55.81644605
174.0421716,50.88340625
169.6937932,50.68632053
183.8587128,67.34094871
174.0317068,62.02684627
179.8266914,60.42153883
168.196387,53.01832772
173.5116418,56.63286629
170.61561,55.14812359
172.139356,55.88117362
171.3821312,62.1990298
172.1475602,55.10875181
175.7705146,68.46508576
177.9091438,64.54654983
179.2472666,61.1227467
168.7926266,60.58106713
171.9105528,61.72910848
167.0212052,43.18293816
176.161446,54.31328752
179.299108,69.36083924
170.8817004,63.59319017
173.9608662,65.88437408
170.2355752,54.19766692
167.0713702,56.0240551
167.5531066,50.20147604
173.1992472,50.5732854
183.098313,63.26923476
169.8080932,60.3676521
175.5375966,60.5634224
164.060886,51.15147912
170.2777646,56.60714762
175.2385624,55.98341326
179.3207488,64.45183982
178.0282952,52.74431279
166.838376,59.47752316
170.429428,59.53363249
167.7398728,57.71604398
175.9311442,55.54338366
169.1983154,52.27334822
173.0181452,57.58495589
177.1156986,65.06500549
162.6118668,56.87000418
168.2433262,49.44583712
184.0677294,63.15864903
168.1972252,46.34893774
181.096412,65.49405816
160.33877,37.68681379
180.1630636,65.94946453
173.3674206,61.20167171
164.5415556,61.08886338
166.1917428,50.57382971
175.0405694,54.338099
165.0221998,43.4106867
168.0270198,53.14238513
167.5990044,57.71305028
175.87849,65.73477944
173.5323428,55.72214427
178.0948178,60.86751048
174.3334334,56.68883954
172.0669406,61.61779701
164.0494814,54.80398334
164.240591,56.7068925
167.4055834,60.57603226
167.0722846,56.49864841
170.562524,61.67449601
183.4982106,65.12392709
174.5792546,59.22664142
171.6282826,57.69327366
178.7203436,64.06406402
161.6007182,48.72648557
168.1660594,55.48491565
168.2016956,50.62336196
177.983388,62.54648127
176.927002,64.80659413
168.2760922,51.90675516
172.898816,58.18387877
170.5561232,61.04100942
174.6658686,63.54978141
173.026705,55.32779138
166.9538698,50.54139788
175.7029506,61.26921156
178.7233154,60.3198435
179.7953478,53.41345171
180.0373082,61.22934082
169.2185592,68.77003566
177.756566,58.48102689
169.9987964,54.50248074
181.5034724,56.97147271
176.9451376,57.98230249
176.0459522,61.74992836
169.158285,52.74553749
163.0733086,57.6414281
173.3054954,57.02399867
178.0291334,54.91860604
180.27777,55.67306561
164.9256036,54.18360556
169.9286924,60.28455404
175.7629962,60.26817937
173.773846,56.40353017
168.443402,59.97384352
183.2220618,64.77475197
166.9951702,58.78779116
177.7155958,58.3013591
165.3899918,51.2522219
171.2796676,55.37428456
168.650539,53.70347843
170.6567326,59.0258816
171.9223638,50.65824318
172.1477126,64.52128476
161.6185998,55.6126018
168.77538,55.71007872
182.685182,54.02838638
172.5222356,63.24592013
172.7490322,64.1085614
172.1237096,54.3344249
175.7626914,61.83638299
170.1827686,53.70978336
170.4253386,62.45598966
177.4226576,58.54874818
171.2666628,56.00237341
173.000416,52.35862351
173.4675982,58.93566215
176.4074704,61.66869003
175.4687626,57.97513573
180.1305262,63.09528223
163.0823764,49.53823381
180.602001,56.52454852
183.0964842,61.78875583
168.0240226,54.64522614
171.5236092,52.69192291
170.6266844,52.39409441
185.241057,64.40829499
166.4744448,61.45577394
175.4755698,61.29411376
165.8363714,49.10106184
174.0775538,56.7569237
181.1731708,64.81589276
169.877613,58.1948557
172.4963784,58.18133866
170.1860452,46.97693587
173.4206336,70.80884098
168.1550104,47.61178323
163.1750356,55.17334331
171.2909452,59.87713771
163.8320574,53.70887618
174.9960178,61.41173016
178.6358632,63.80374757
163.3662468,50.65275472
170.4658262,58.07465382
172.7506324,59.18182653
173.3617818,58.15625502
172.1325742,64.78210016
171.3049914,55.8282848
166.9689574,53.46810954
176.8950488,59.38762122
182.6975772,58.59206621
176.261649,65.57960561
170.5538118,52.55475669
175.633126,52.85807366
169.9410876,64.40765996
172.30852,59.9332924
172.9641956,61.35317143
167.9979622,57.63720969
180.7562044,58.89619965
171.5962278,61.01111771
177.8324866,55.04833335
184.3133474,64.93105977
169.1696896,56.59653357
174.0357708,54.50116532
168.5198052,63.23811835
175.3283768,59.72640909
175.5761284,59.45230344
173.3442812,58.91769991
173.956726,55.94785165
179.5338294,62.38314279
178.7136126,62.09157385
171.7649854,53.70638142
176.393602,52.72739381
172.5291444,56.62792213
173.7194138,54.87596839
168.4480248,47.68195391
180.9212028,65.96937722
165.8408926,49.07466279
167.6472898,59.13832706
171.749085,53.30418139
175.5210104,61.63235731
175.2534722,57.83869526
175.4512874,68.67373808
173.5857844,51.0199828
182.0721784,71.1029954
174.6926656,62.6908596
168.1020514,49.69939505
183.8221368,63.49117733
169.802937,56.51180258
167.0224752,59.19479926
177.018823,68.52790825
168.349041,49.33819974
168.8529008,48.07744078
174.5465648,65.05874592
173.4627976,52.04668829
171.8740784,56.14271477
181.099079,63.26560602
170.3671726,52.5350708
179.5284192,66.48216297
181.3588956,69.85285049
180.3499568,62.40967792
168.350946,57.12025089
172.8567282,63.36403549
162.9751884,57.31520473
169.8743364,51.67805407
179.1453872,58.85832472
166.258113,52.70398846
175.5478074,63.1079828
172.5732134,57.59779255
170.721528,57.07784004
171.798488,51.49357821
178.037871,55.89940802
163.6103916,55.816945
177.2335292,58.12010374
169.1177974,58.03061003
173.100873,50.10731034
168.101391,58.03092755
169.6570648,53.59996874
170.600878,58.84190469
172.7683616,59.24337896
170.0742598,47.64593871
174.5080838,55.6239416
176.9886478,62.74352163
168.9809422,48.86914026
168.8333174,64.15682359
181.4739322,69.71554819
169.2312592,61.03311692
162.585781,49.74058121
165.1841248,53.16229782
169.6012864,56.37436421
175.0550728,56.79847273
180.9223204,60.43006636
180.6024328,55.61228429
177.3097546,61.1737758
170.4118258,50.55310056
170.8901332,53.00032011
182.5394622,64.9329195
170.6930038,45.3246499
173.8403432,58.02494013
170.6950612,61.98697554
176.1893352,65.94987276
175.365664,57.46185103
167.400224,58.14972329
168.7770564,55.71597542
167.8434286,60.4443545
176.1583218,52.96167408
179.9173186,65.33788644
171.86656,60.10787996
165.8865364,56.23778765
169.3371518,51.32044214
170.0090834,56.22327271
172.0580252,60.77166649
163.2641388,58.12867662
169.7594268,55.01517578
167.3790912,55.66059183
171.847256,56.88660565
174.4717364,56.64279995
167.8432762,52.88442736
169.9601376,58.91661129
176.4891568,56.19505929
174.2440254,62.4401593
175.799115,59.36634776
171.7888868,64.3967284
166.964487,57.03166437
167.8926538,47.35990359
171.8384422,53.10133505
171.6943226,59.7684117
176.7296186,56.91391189
167.8655266,58.77345765
178.0038604,59.01472324
165.1242824,59.84261936
175.6781856,64.62075748
176.8164104,57.89788902
181.5685218,69.54259356
176.4642902,57.49773015
175.266858,51.72119067
176.677574,60.76699449
174.3391484,57.87239714
170.6946548,57.37299235
167.8333956,54.77808324
168.1058868,57.44647426
179.8517612,60.36161932
170.58132,57.13667092
165.855142,55.0300536
175.8567476,58.86825838
175.0255072,58.9918622
183.763412,55.9734796
173.4707478,62.26870153
173.602269,57.9488274
171.3604904,60.6385826
174.9247962,51.67660258
169.2267634,61.51469555
164.5207022,55.610606
171.9744338,53.95349834
185.39968,60.90393392
180.2179276,56.37000972
172.6101958,59.28361258
170.7123586,56.55371448
168.5787586,58.55142437
171.8029584,55.3135486
177.1508776,57.27456289
173.1653128,61.05901702
169.9186594,59.80501658
171.441364,46.98432942
168.9498526,52.79470686
169.8836328,56.02292112
177.108358,68.19279448
177.249963,61.34546037
166.1171684,51.01023057
172.7157074,62.36259507
183.5297574,60.2325724
179.8208748,57.16556473
165.5771644,64.11935689
171.989242,61.64610115
177.9307084,61.08319348
170.9546238,55.34874733
168.6512502,58.21862392
177.1303798,59.25517236
174.5401386,59.74577746
162.2662998,49.26607861
173.7576154,51.96681074
172.5485754,60.56070085
179.5697196,61.62686885
175.1351082,67.18119361
168.8962078,56.0267313
174.2279726,54.81232944
168.3116268,52.73759963
176.7498624,56.19941377
171.0855354,54.12259744
177.0056658,54.16328464
173.8387684,56.51452413
173.9385142,59.36621168
166.2547602,53.61720523
169.69359,49.72987643
177.9323848,63.60711544
171.2863732,55.14608243
169.0193724,44.58928201
171.0017662,53.35026634
172.65015,61.92002536
175.3579932,67.57572793
171.9441062,56.23021267
176.0349032,60.59794075
166.1069322,53.17613237
173.6252052,56.06138573
166.0369552,53.4183505
173.6470746,62.2473827
180.7388308,58.60390496
175.9085128,64.59295229
169.413936,58.27922381
175.7057192,52.29952047
173.5215986,54.21825999
172.2530464,55.21230686
174.1455242,64.79298637
168.226359,49.94823562
175.1355146,55.38167811
172.3837294,56.61680913
172.8596492,54.1211913
172.0592444,60.0814809
177.3844814,60.34206951
179.5417796,72.9752871
163.941379,54.03505418
172.5450448,62.82974947
172.1431914,56.61880493
176.3093248,61.67690004
172.1412102,52.71891164
172.211111,63.14009712
172.6771502,62.58798494
177.7487682,65.54785417
162.1348294,49.52943413
166.5531848,57.70960298
176.1313978,56.49565471
170.9013092,52.12951419
174.60849,60.1021647
175.3390448,56.87553801
176.8964204,58.28602769
169.4193208,53.40224798
172.502322,51.23462254
163.4959646,57.23582613
167.3226778,53.88373589
170.3686458,56.89803617
176.137443,56.6740978
177.3735848,66.00394093
167.900223,52.97210669
175.925607,60.11073759
173.571535,52.11468173
176.2256318,55.72804096
175.5873298,59.22922689
173.8543132,54.02543803
168.5173668,60.69986288
177.883185,58.32190682
178.2196842,63.0574073
173.1854296,45.94324506
178.1144012,63.93742114
173.811184,61.06010564
168.7569396,58.94346393
182.1866562,63.07831789
179.6386298,61.32545696
172.9491588,58.82271774
178.1295904,58.57664408
167.7769822,58.51568132
177.2172986,51.13601163
173.1217264,57.20353038
177.5808488,53.69277366
165.9753094,55.77961438
173.6247734,59.13311075
163.844859,51.81199979
172.6054714,52.51933116
174.1835734,62.57419574
173.0313278,50.91275365
174.6906082,62.2496053
172.5318622,56.67260095
175.636936,61.27851019
160.5416906,51.89995128
175.880268,55.42091382
167.351583,58.683465
172.3437244,58.94192172
166.5584172,63.70958187
169.4388026,54.83822954
175.69688,58.58548913
175.8592622,62.2054708
171.6336928,65.87144671
176.5431572,63.5462434
179.3313152,56.29983904
169.0154608,61.5467645
175.5519476,57.94909955
177.67554,65.33879362
171.9668138,59.84388941
175.7433112,61.47364547
172.223938,68.65473258
171.7683128,56.56623362
178.7372092,61.35920421
180.405913,61.93290737
177.406808,62.54026706
170.3994052,51.80320011
174.2951302,64.22155116
163.506785,50.39266506
167.4754842,57.32804139
165.716839,60.27716049
179.1076174,65.67576712
169.1926766,49.16297715
170.5202076,56.3065522
169.6119036,58.71576075
171.942379,59.57200637
172.2833486,50.63950983
169.2466516,50.64000878
171.7606166,63.64703154
176.9566692,56.93876873
159.3859906,51.93174808
163.9285012,51.70858082
172.7689966,53.15785262
168.6191954,62.73884964
178.2755896,55.50659735
164.20084,60.30192662
171.4200026,56.26577428
182.9258978,65.38941449
169.1984424,52.3708705
167.1777962,52.85217697
180.751099,63.32774813
174.0402158,60.43496515
165.0006352,54.4423798
169.8820072,55.84221007
178.696874,60.25797355
172.0022976,54.85555675
167.7246582,58.86272456
175.215804,62.10209719
174.2500198,59.47543663
169.775632,60.54727453
172.8129386,61.86409746
164.5814844,59.62734459
179.2002004,57.24267537
173.4354164,52.18394523
174.6903796,59.11111154
170.416601,59.73597988
178.1632962,61.53061662
166.2895582,54.56843302
175.317785,58.57877597
188.5924346,68.13709339
162.777805,54.5252057
171.6526158,59.94354358
175.752633,59.93070692
163.794821,54.20555942
174.6475552,62.03455734
173.8676736,67.03391228
168.762807,66.04263233
178.246024,56.68366859
170.532044,58.01532398
169.9653192,57.1139006
174.3292678,49.7509231
170.0707038,48.88510669
177.7327154,60.83117776
169.9912272,61.19001439
174.6592138,63.33795395
171.2135768,57.61856706
166.995221,61.13136495
167.3442678,45.34615469
169.6116242,58.7184823
170.083988,58.67629825
161.2047068,47.01907456
173.6146896,52.49542686
